Xで | Yが | つかぬ
XXXXは | Yに -> やりたいと | 思っております
Xか | Yは -> ございますまいか -> さようと | する
Xか | Yが | する
Xか | Yの -> ない -> 返事を | する
Xか | Yを | する
XXXの | Yを -> やらないかと | なる
XXXの | Y -> やらないかと | なる
XXXの | Yは | なる
XXXの | YYが | なる
XXXの | Yに | なる
Xの | Yなら -> ものだろうが | 見る
Xの | Yだろうが | 見る
Xの | Yかね -> 脚本さと -> 出ると | 見る
Xの | Yさと -> 出ると | 見る
Xの | YYが -> 出ると | 見る
Xの | Yを -> 出ると | 見る
Xの | Yのごとく | 見る
Xの | YYは | 見る
Xの | Yを -> ぬかれて | 見る
Xの | 申し合せたYに | 見る
Xの | Yの -> 顔を | 見る
Xの | Yを | 見る
XかいXかいと | YYが -> 進めると | 悲劇でもないさ
XかいXかいと | Yを -> 進めると | 悲劇でもないさ
XかいXかいと | YYな -> お澄し返って | 悲劇でもないさ
XかいXかいと | Y返って | 悲劇でもないさ
XかいXかいと | YYでも | 悲劇でもないさ
Xは | Yとか -> 新劇とか -> 大部 -> やかましいから -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | Yとか -> 大部 -> やかましいから -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | Y -> やかましいから -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | Yも -> 出して -> 云うのを -> 作って -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | Y新Yを -> 出して -> 云うのを -> 作って -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | Yと -> 云うのを -> 作って -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | 云うYを -> 作って -> 見たのさ -> したのさと -> 云うと | 控えている
Xは | 見たYさ -> したのさと -> 云うと | 控えている
Xは | Yた -> ものだい -> したのさと -> 云うと | 控えている
Xは | YY -> したのさと -> 云うと | 控えている
Xは | YYの -> 劇と -> 云うのを -> 詰めて -> したのさと -> 云うと | 控えている
Xは | Yと -> 云うのを -> 詰めて -> したのさと -> 云うと | 控えている
Xは | 云うYを -> 詰めて -> したのさと -> 云うと | 控えている
Xは | Yの -> 二字に -> したのさと -> 云うと | 控えている
Xは | YYに -> したのさと -> 云うと | 控えている
Xは | したYさと -> 云うと | 控えている
Xは | Yも -> 迷亭も -> 捲かれて | 控えている
Xは | Yも -> 捲かれて | 控えている
Xは | Yに -> 捲かれて | 控えている
Xと | 云うYは | 
Xが | YYから -> くるのだから -> しておいた -> なるほど | いい
Xが | くるYだから -> しておいた -> なるほど | いい
Xが | Y -> 長たらしくって -> よくないと -> 思って -> しておいた -> なるほど | いい
Xが | YYなYは -> よくないと -> 思って -> しておいた -> なるほど | いい
Xが | YYに -> しておいた -> なるほど | いい
Xが | Yから -> 話すが | いい
Xが | Yも -> 簡単なのが | いい
Xが | YなYが | いい
Xの | Yへ | 植え付けてね
Xの | Yを | 植え付けてね
Xの | YY | 植え付けてね
Xの | Yから -> 出させて -> とまらせる -> じっとしていればいいがと | 心配した
Xの | YYの -> 枝を -> 出させて -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yを -> 出させて -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yの -> 方へ -> 出させて -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yへ -> 出させて -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yと -> 出させて -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yへ -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yを -> とまらせる -> じっとしていればいいがと | 心配した
Xの | YY -> とまらせる -> じっとしていればいいがと | 心配した
Xの | Yが -> じっとしていればいいがと | 心配した
Xの | Yが | 心配した
Xの | YのYに | 心配した
XXは | Yの -> 足を | 縛り付けておくんです
XXは | Yを | 縛り付けておくんです
XXは | Yで | 縛り付けておくんです
XXは | Yへ | 縛り付けておくんです
Xへ | YYを | 出しましてね
Xが | Yに -> なって -> 使っているんです | デカダンだね
Xが | Yを -> 使っているんです | デカダンだね
Xが | 使っているYです | デカダンだね
Xが | Yは | デカダンだね
第XXが | Yに -> なるんだいと | 聞く
第XXが | なるYYと | 聞く
第XXが | Yが | 聞く
X | Yも | 出来ます
XXの | Yを -> 雇ってくるんです -> 云いそうだなと | 心配している
XXの | 雇ってくるYです -> 云いそうだなと | 心配している
XXの | Yが -> 云いそうだなと | 心配している
XXの | 云いYだなと | 心配している
XXの | Yはまた | 心配している
Xを | Y -> ざ出来っこありません | 駄目です
Xを | にゃYで -> ざ出来っこありません | 駄目です
Xを | YYの -> 写生なん -> ざ出来っこありません | 駄目です
Xを | YY -> ざ出来っこありません | 駄目です
Xを | YY来っこありません | 駄目です
Xを | Yは -> ためだから -> 違うよ | 駄目です
Xを | Yの -> ためだから -> 違うよ | 駄目です
Xを | Yだから -> 違うよ | 駄目です
Xを | 見ているYとは -> 違うよ | 駄目です
Xを | YYが -> 云った -> 日には | 駄目です
Xを | Yを -> 云った -> 日には | 駄目です
Xを | Yには | 駄目です
Xを | Yも | 駄目です
Xだって | Yだって -> 芸術ですと | 吹く
Xだって | Yですと | 吹く
Xだって | YY | 吹く
Xだって | Yを | 吹く
Xは | Yから -> するの -> だいと -> よると | 聞きたがる
Xは | Yと -> よると | 聞きたがる
Xは | YY -> よると | 聞きたがる
Xは | やるYと -> 見えて | 聞きたがる
Xは | Yを | 聞きたがる
Xへ | Yから -> 持って -> 被って | 出てくる
Xへ | YYYが -> 持って -> 被って | 出てくる
Xへ | Yを -> 持って -> 被って | 出てくる
Xへ | YYの -> 帽子を -> 被って | 出てくる
Xへ | Yを -> 被って | 出てくる
Xへ | Yの -> 羽織に | 出てくる
Xへ | Yに | 出てくる
Xへ | YYの -> 尻端折りの -> 半靴と -> 云うこしらえで | 出てくる
Xへ | Y端折りの -> 半靴と -> 云うこしらえで | 出てくる
Xへ | 半Yと -> 云うこしらえで | 出てくる
Xは | Yの -> 御用達 -> 見たようだけれども | なくっちゃいけない
Xは | Y -> 見たようだけれども | なくっちゃいけない
Xは | 見たYだけれども | なくっちゃいけない
Xは | Yだから -> なるべく | なくっちゃいけない
Xは | Yとして | なくっちゃいけない
Xは | Yでは | なくっちゃいけない
Xは | YYに -> ない -> 体であるか | なくっちゃいけない
Xは | Yの -> ない -> 体であるか | なくっちゃいけない
Xは | Yであるか | なくっちゃいけない
Xが | Yを -> 行き切って -> 懸った -> 時 -> 見ると | 見下ろしている
Xが | 本Yに -> 懸った -> 時 -> 見ると | 見下ろしている
Xが | Y -> 見ると | 見下ろしている
Xが | YYの -> 眼を -> あげて -> 見ると | 見下ろしている
Xが | Yを -> あげて -> 見ると | 見下ろしている
Xが | Yを -> 見ると | 見下ろしている
Xが | Yが -> あって -> 浴びている -> 見ると | 見下ろしている
Xが | Yの -> 影で -> 浴びている -> 見ると | 見下ろしている
Xが | Yで -> 浴びている -> 見ると | 見下ろしている
Xが | Yが -> 浴びている -> 見ると | 見下ろしている
Xが | Yを -> 浴びている -> 見ると | 見下ろしている
Xが | Yを -> 見ると | 見下ろしている
Xが | Yの -> 枝に -> とまって | 見下ろしている
Xが | Yに -> とまって | 見下ろしている
Xが | Yが -> とまって | 見下ろしている
Xが | YY -> とまって | 見下ろしている
Xが | Yの -> 行水を | 見下ろしている
Xが | Yを | 見下ろしている
XXXに | Yに -> 感動したと -> 云う -> 思い入れが -> あって | 引く
XXXに | Yしたと -> 云う -> 思い入れが -> あって | 引く
XXXに | Yが -> あって | 引く
XXXに | YYYばかり -> あって | 引く
XXXに | Yの -> 女に -> 惚れる -> 烏かなと -> 一句朗吟するのを -> 合図に | 引く
XXXに | Yに -> 惚れる -> 烏かなと -> 一句朗吟するのを -> 合図に | 引く
XXXに | Yかなと -> 一句朗吟するのを -> 合図に | 引く
XXXに | Yで -> 一句朗吟するのを -> 合図に | 引く
XXXに | YYするYを -> 合図に | 引く
XXXに | Yに | 引く
XXXに | Yを -> 入れて | 引く
XXXに | Yを | 引く
X御Xに | Yに -> なる -> 方が -> いいぜ -> 足らぬと -> 云う -> 顔付で | あっけないようだ
X御Xに | Yが -> いいぜ -> 足らぬと -> 云う -> 顔付で | あっけないようだ
X御Xに | YYは -> 足らぬと -> 云う -> 顔付で | あっけないようだ
X御Xに | Y -> 足らぬと -> 云う -> 顔付で | あっけないようだ
X御Xに | YYで | あっけないようだ
Xを | Yした -> 事件が -> 欲しいようだと | 答える
Xを | Yが -> 欲しいようだと | 答える
Xを | 欲しいYだと | 答える
Xを | Yに | 答える
Xまで | Yは | 男ではない
Xまで | Yまでも -> だまっているような | 男ではない
Xまで | だまっているYな | 男ではない
Xだけで | Yは | すさまじいね
XXXの | Yに -> よると | 云ったよ
XXXの | Yとか -> 滑稽とか -> 云う -> ものは -> 音だそうだが | 云ったよ
XXXの | Yとか -> 云う -> ものは -> 音だそうだが | 云ったよ
XXXの | Yは -> 音だそうだが | 云ったよ
XXXの | YYで -> 音だそうだが | 云ったよ
XXXの | Yの -> 音だそうだが | 云ったよ
XXXの | YだYだが | 云ったよ
XXXの | YYだけ -> あって -> うまい -> 事を | 云ったよ
XXXの | Yを | 云ったよ
Xこそ | YYから | 笑われるばかりだ
第XXだか | Yだか -> 何だか -> 消極的で | 分らないじゃないか
第XXだか | Yだか -> 消極的で | 分らないじゃないか
第XXだか | YYで | 分らないじゃないか
Xだが | YYは | いい
Xだが | YYで -> 磨いてる -> 方が | いい
Xだが | Yを -> 磨いてる -> 方が | いい
Xだが | Yが | いい
Xなんぞ | Y作ったって -> 作ったって -> 駄目だ -> 寒月君は | 消極的でしょうか
Xなんぞ | YY -> 作ったって -> 駄目だ -> 寒月君は | 消極的でしょうか
Xなんぞ | Yの -> 音じゃ -> 駄目だ -> 寒月君は | 消極的でしょうか
Xなんぞ | Yじゃ -> 駄目だ -> 寒月君は | 消極的でしょうか
Xなんぞ | Yだ -> 寒月君は | 消極的でしょうか
Xなんぞ | YYは | 消極的でしょうか
Xは | YYな -> つもりなんですが | 弁解しかける
Xは | YなYですが | 弁解しかける
Xは | Yでも -> 構わん -> 事を | 弁解しかける
Xは | Yを | 弁解しかける
XXが | Yに -> 惚れる -> 烏かなと -> 捕えて -> 惚れさした -> ところが -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | Yかなと -> 捕えて -> 惚れさした -> ところが -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | Yを -> 捕えて -> 惚れさした -> ところが -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | Yに -> 惚れさした -> ところが -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | 惚れYした -> ところが -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | Yが -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | Yに -> 積極的だろうと -> 思います | こりゃ新説だね
XXが | YYだろうと -> 思います | こりゃ新説だね
御Xを | Yが -> いましょう -> 云うのは -> 不合理でしょう -> ごもっとも -> 聞えません -> そうかしらと -> 疑った -> 調子で -> 割り込んだが | 頓着しない
御Xを | YYとして -> 考えて -> 見ると -> 惚れるなどと -> 云うのは -> 不合理でしょう -> ごもっとも -> 聞えません -> そうかしらと -> 疑った -> 調子で -> 割り込んだが | 頓着しない
